"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"60","A0A087WXS7;O43681;K7ERW9","A0A087WXS7;O43681;K7ERW9","A0A087WXS7;O43681","6;6;2","6;6;2","6;6;2","ATPase ASNA1;ATPase GET3",3,6,6,6
"61","A0A087WXU0;A0A2R8Y4J4;Q9NWS8;A0A2R8Y4P5","A0A087WXU0;A0A2R8Y4J4;Q9NWS8;A0A2R8Y4P5","A0A087WXU0;A0A2R8Y4J4;Q9NWS8","3;3;3;1","3;3;3;1","3;3;3;1","Required for meiotic nuclear division protein 1 homolog;Required for meiotic nuclear division protein 1 homolog;Required for meiotic nuclear division protein 1 homolog",4,3,3,3
"62","A0A499FIX8;H7BXI1;A0A087WXU3;A0FGR8","A0A499FIX8;H7BXI1;A0A087WXU3;A0FGR8","A0A499FIX8;H7BXI1;A0A087WXU3;A0FGR8","12;12;12;12","12;12;12;12","12;12;12;12","Extended synaptotagmin-2;Extended synaptotagmin-2;Extended synaptotagmin-2;Extended synaptotagmin-2",4,12,12,12
"63","A0A087WXU8;A0A1W2PRR2;F5GYL3;G3V529;Q9GZR7","A0A087WXU8;A0A1W2PRR2;F5GYL3;G3V529;Q9GZR7","A0A087WXU8;A0A1W2PRR2;F5GYL3;G3V529;Q9GZR7","3;3;3;3;3","3;3;3;3;3","3;3;3;3;3","ATP-dependent RNA helicase DDX24;ATP-dependent RNA helicase DDX24;ATP-dependent RNA helicase DDX24;ATP-dependent RNA helicase DDX24;ATP-dependent RNA helicase DDX24",5,3,3,3
"64","A0A087WY55;Q9NP79;Q5TGM0","A0A087WY55;Q9NP79;Q5TGM0","A0A087WY55;Q9NP79;Q5TGM0","2;2;1","2;2;1","2;2;1","Chromosome 6 open reading frame 55, isoform CRA_b;Vacuolar protein sorting-associated protein VTA1 homolog;Vacuolar protein sorting-associated protein VTA1 homolog",3,2,2,2
"65","A0A087WY71;Q96CW1;E9PFW3;C9JJ47;C9JGT8;C9JJD3;C9JTK4;C9JPV8;H7C4C3","A0A087WY71;Q96CW1;E9PFW3;C9JJ47;C9JGT8;C9JJD3;C9JTK4;C9JPV8;H7C4C3","A0A087WY71;Q96CW1;E9PFW3;C9JJ47","18;18;17;12;8;7;7;6;2","18;18;17;12;8;7;7;6;2","18;18;17;12;8;7;7;6;2","AP-2 complex subunit mu;AP-2 complex subunit mu;AP-2 complex subunit mu;AP-2 complex subunit mu (Fragment)",9,18,18,18
"66","A0A087WYB4;Q9UJZ1;F2Z2I8","A0A087WYB4;Q9UJZ1;F2Z2I8","A0A087WYB4;Q9UJZ1","5;5;2","5;5;2","5;5;2","Stomatin-like protein 2, mitochondrial;Stomatin-like protein 2, mitochondrial",3,5,5,5
"67","A0A0G2JLV0;A0A087WYD6;X5CMH5;Q03519;A0A140T9S0;E7ENX8","A0A0G2JLV0;A0A087WYD6;X5CMH5;Q03519;A0A140T9S0;E7ENX8","A0A0G2JLV0;A0A087WYD6;X5CMH5;Q03519;A0A140T9S0;E7ENX8","12;12;12;12;10;10","12;12;12;12;10;10","11;11;11;11;10;10","Antigen peptide transporter 2;Antigen peptide transporter 2;Antigen peptide transporter 2;Antigen peptide transporter 2;Antigen peptide transporter 2;Uncharacterized protein (Fragment)",6,12,12,11
"68","B5MCS1;A0A0A0MRF5;E7EWX6;A0A087WYM3;Q8IXJ6;F8WF57;F8WDM4;C9JR33;C9J3U7;F8WCF4;C9JZQ0","B5MCS1;A0A0A0MRF5;E7EWX6;A0A087WYM3;Q8IXJ6;F8WF57;F8WDM4;C9JR33;C9J3U7;F8WCF4;C9JZQ0","B5MCS1;A0A0A0MRF5;E7EWX6;A0A087WYM3;Q8IXJ6;F8WF57;F8WDM4;C9JR33;C9J3U7;F8WCF4;C9JZQ0","3;3;3;3;3;2;2;2;2;2;2","3;3;3;3;3;2;2;2;2;2;2","3;3;3;3;3;2;2;2;2;2;2","NAD-dependent protein deacetylase sirtuin-2 (Fragment);NAD-dependent protein deacetylase sirtuin-2;NAD-dependent protein deacetylase sirtuin-2 (Fragment);NAD-dependent protein deacetylase;NAD-dependent protein deacetylase sirtuin-2;NAD-dependent protein de",11,3,3,3
"69","A0A087WYN9;Q7Z478","A0A087WYN9;Q7Z478","A0A087WYN9;Q7Z478","9;9","9;9","8;8","ATP-dependent RNA helicase DHX29;ATP-dependent RNA helicase DHX29",2,9,9,8
"70","A0A087WYP2;Q8IZQ5","A0A087WYP2;Q8IZQ5","A0A087WYP2;Q8IZQ5","1;1","1;1","1;1","Selenoprotein H;Selenoprotein H",2,1,1,1
"71","A0A087WYR0;P09132;A0A087WWU9;D6RBG4;A0A2R8Y4M3;A0A2U3TZN1","A0A087WYR0;P09132;A0A087WWU9;D6RBG4;A0A2R8Y4M3;A0A2U3TZN1","A0A087WYR0;P09132;A0A087WWU9;D6RBG4;A0A2R8Y4M3;A0A2U3TZN1","4;4;3;2;2;2","4;4;3;2;2;2","4;4;3;2;2;2","Signal recognition particle 19 kDa protein;Signal recognition particle 19 kDa protein;HCG2039564, isoform CRA_a;Signal recognition particle 19 kDa protein;Signal recognition particle 19 kDa protein;HCG2040106",6,4,4,4
"72","A0A087WYR3;O43399;A0A087WZ51","A0A087WYR3;O43399;A0A087WZ51","A0A087WYR3;O43399;A0A087WZ51","2;2;1","2;2;1","2;2;1","Tumor protein D54;Tumor protein D54;Tumor protein D54",3,2,2,2
"73","A0A087WYS1;E7EUC7;Q16851;C9JQU9","A0A087WYS1;E7EUC7;Q16851;C9JQU9","A0A087WYS1;E7EUC7;Q16851","13;13;13;6","13;13;13;6","6;6;6;0","UTP--glucose-1-phosphate uridylyltransferase;UTP--glucose-1-phosphate uridylyltransferase;UTP--glucose-1-phosphate uridylyltransferase",4,13,13,6
"74","A0A087WYT3;Q15185;B4DDC6","A0A087WYT3;Q15185;B4DDC6","A0A087WYT3;Q15185","7;7;3","7;7;3","7;7;3","Prostaglandin E synthase 3;Prostaglandin E synthase 3",3,7,7,7
"75","A0A087X1F5;A0A087WYV9;P57105","A0A087X1F5;A0A087WYV9;P57105","A0A087X1F5;A0A087WYV9;P57105","3;3;3","3;3;3","3;3;3","SYNJ2BP-COX16 readthrough (Fragment);SYNJ2BP-COX16 readthrough;Synaptojanin-2-binding protein",3,3,3,3
"76","A0A087WYW3;P30414","A0A087WYW3;P30414","A0A087WYW3;P30414","1;1","1;1","1;1","NK-tumor recognition protein;NK-tumor recognition protein",2,1,1,1
"77","A0A087X0J3;A0A087WZ15;E9PDI2;P40123;B7Z385;F8WDB9","A0A087X0J3;A0A087WZ15;E9PDI2;P40123;B7Z385;F8WDB9","A0A087X0J3;A0A087WZ15;E9PDI2;P40123;B7Z385","4;4;4;4;3;1","3;3;3;3;2;1","3;3;3;3;2;1","Adenylyl cyclase-associated protein;Adenylyl cyclase-associated protein;Adenylyl cyclase-associated protein;Adenylyl cyclase-associated protein 2;Adenylyl cyclase-associated protein",6,4,3,3
"78","A0A087WZ62;Q9H6U8;H0YCW6;A0A087WTZ3;A0A087WV58;A0A087WVC0;A0A087WZY8","A0A087WZ62;Q9H6U8;H0YCW6;A0A087WTZ3;A0A087WV58;A0A087WVC0;A0A087WZY8","A0A087WZ62;Q9H6U8;H0YCW6","3;3;2;1;1;1;1","3;3;2;1;1;1;1","3;3;2;1;1;1;1","Mannosyltransferase;Alpha-1,2-mannosyltransferase ALG9;Mannosyltransferase (Fragment)",7,3,3,3
"79","A0A087WZE9;Q15651","A0A087WZE9;Q15651","A0A087WZE9;Q15651","1;1","1;1","1;1","High mobility group nucleosome-binding domain-containing protein 3;High mobility group nucleosome-binding domain-containing protein 3",2,1,1,1
"80","A0A087WZK9;B3KS98;O15372;E5RJT0","A0A087WZK9;B3KS98;O15372;E5RJT0","A0A087WZK9;B3KS98;O15372","3;3;3;1","3;3;3;1","3;3;3;1","Eukaryotic translation initiation factor 3 subunit H;Eukaryotic translation initiation factor 3 subunit H;Eukaryotic translation initiation factor 3 subunit H",4,3,3,3
"81","A0A087WZN1;O43837;A0A087X2E5;A0A0D9SG66","A0A087WZN1;O43837;A0A087X2E5;A0A0D9SG66","A0A087WZN1;O43837;A0A087X2E5;A0A0D9SG66","6;6;4;3","6;6;4;3","6;6;4;3","Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Fragment)",4,6,6,6
"82","A0A087WZR9;Q96C36;A0A087WTV6;A0A087WX69;A0A087WZF0","A0A087WZR9;Q96C36;A0A087WTV6;A0A087WX69;A0A087WZF0","A0A087WZR9;Q96C36;A0A087WTV6","4;4;3;1;1","3;3;2;1;1","3;3;2;1;1","Pyrroline-5-carboxylate reductase;Pyrroline-5-carboxylate reductase 2;Pyrroline-5-carboxylate reductase 2",5,4,3,3
"83","A0A087WZX2;O95139","A0A087WZX2;O95139","A0A087WZX2;O95139","2;2","2;2","2;2","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6",2,2,2,2
"84","A0A087X020;Q9Y3A5;F8WE72","A0A087X020;Q9Y3A5;F8WE72","A0A087X020;Q9Y3A5","14;14;2","14;14;2","14;14;2","Ribosome maturation protein SBDS;Ribosome maturation protein SBDS",3,14,14,14
"85","A0A087X054;A0A494C039;Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;J3QL06;J3KTF1;Q9BST8;J3QQH7;J3QLE9;A0A087WW13;A0A087X214;A0A2R8Y358;A0A1W2PS94;Q9BXT5","A0A087X054;A0A494C039;Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;J3QL06;J3KTF1;Q9BST8;J3QQH7;J3QLE9;A0A087WW13;A0A087X214;A0A2R8Y358;A0A1W2PS94;Q9BXT5","A0A087X054;A0A494C039;Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2","27;27;27;18;18;18;8;8;7;7;7;6;5;1;1;1","27;27;27;18;18;18;8;8;7;7;7;6;5;1;1;1","27;27;27;18;18;18;8;8;7;7;7;6;5;1;1;1","Hypoxia up-regulated protein 1;Hypoxia up-regulated protein 1;Hypoxia up-regulated protein 1;Hypoxia up-regulated protein 1 (Fragment);Hypoxia up-regulated protein 1;Hypoxia up-regulated protein 1",16,27,27,27
"86","A0A087X091;Q9H1Z4","A0A087X091;Q9H1Z4","A0A087X091;Q9H1Z4","1;1","1;1","1;1","WD repeat-containing protein 13 (Fragment);WD repeat-containing protein 13",2,1,1,1
"87","A0A087X0E3;A0A0A0MS59;A0A0C4DFX4;Q6ZRS2","A0A087X0E3;A0A0A0MS59;A0A0C4DFX4;Q6ZRS2","A0A087X0E3;A0A0A0MS59;A0A0C4DFX4;Q6ZRS2","2;2;2;2","2;2;2;2","2;2;2;2","Helicase SRCAP (Fragment);Helicase SRCAP;Uncharacterized protein (Fragment);Helicase SRCAP",4,2,2,2
"88","A0A087X0H9;Q5T8P6","A0A087X0H9;Q5T8P6","A0A087X0H9;Q5T8P6","3;3","3;3","2;2","RNA-binding protein 26;RNA-binding protein 26",2,3,3,2
"89","A0A087X0K9;G5E9E7;G3V1L9;Q07157;H0Y3R8;H0YKB1","A0A087X0K9;G5E9E7;G3V1L9;Q07157;H0Y3R8;H0YKB1","A0A087X0K9;G5E9E7;G3V1L9;Q07157","23;23;22;22;4;3","22;22;21;21;4;3","22;22;21;21;4;3","Tight junction protein ZO-1;Tight junction protein 1 (Zona occludens 1), isoform CRA_e;Tight junction protein 1 (Zona occludens 1), isoform CRA_a;Tight junction protein ZO-1",6,23,22,22
"90","A0A087X0L7;J3KNA0;Q15070;E7EVY0;C9JC63","A0A087X0L7;J3KNA0;Q15070;E7EVY0;C9JC63","A0A087X0L7;J3KNA0;Q15070;E7EVY0","7;7;7;6;3","7;7;7;6;3","7;7;7;6;3","Mitochondrial inner membrane protein OXA1L;Mitochondrial inner membrane protein OXA1L;Mitochondrial inner membrane protein OXA1L;Mitochondrial inner membrane protein OXA1L",5,7,7,7
"91","A0A087X0M4;Q9BWU0;A0A087WWF4","A0A087X0M4;Q9BWU0;A0A087WWF4","A0A087X0M4;Q9BWU0;A0A087WWF4","2;2;1","2;2;1","2;2;1","Kanadaptin;Kanadaptin;Kanadaptin (Fragment)",3,2,2,2
"92","K7EQ17;A0A087X0N3;Q96MY1;O94818","K7EQ17;A0A087X0N3;Q96MY1;O94818","K7EQ17;A0A087X0N3;Q96MY1;O94818","2;2;2;2","2;2;2;2","2;2;2;2","Nucleolar protein 4 (Fragment);Nucleolar protein 4-like;Nucleolar protein 4-like;Nucleolar protein 4",4,2,2,2
"93","A0A087X0Q9;Q9BVL4","A0A087X0Q9;Q9BVL4","A0A087X0Q9;Q9BVL4","5;5","5;5","5;5","Protein adenylyltransferase SelO, mitochondrial;Protein adenylyltransferase SelO, mitochondrial",2,5,5,5
"94","A0A087X0S5;P12109","A0A087X0S5;P12109","A0A087X0S5;P12109","37;37","37;37","37;37","Collagen alpha-1(VI) chain;Collagen alpha-1(VI) chain",2,37,37,37
"95","A0A087X0T8;A0A087X1W8;A0A0A0MTJ8;X5DQS5;Q9BY67","A0A087X0T8;A0A087X1W8;A0A0A0MTJ8;X5DQS5;Q9BY67","A0A087X0T8;A0A087X1W8;A0A0A0MTJ8;X5DQS5;Q9BY67","1;1;1;1;1","1;1;1;1;1","1;1;1;1;1","Cell adhesion molecule 1;Cell adhesion molecule 1;Cell adhesion molecule 1 (Fragment);Cell adhesion molecule 1 (Fragment);Cell adhesion molecule 1",5,1,1,1
"96","A0A087X0V5;P29728;F8W1C5","A0A087X0V5;P29728;F8W1C5","A0A087X0V5;P29728","16;16;4","16;16;4","16;16;4","2-5-oligoadenylate synthase 2;2-5-oligoadenylate synthase 2",3,16,16,16
"97","A0A087X0W7;Q86TX2;G3V4F2;A0A087WT95;P49753;A0A2R8Y7H3","A0A087X0W7;Q86TX2;G3V4F2;A0A087WT95;P49753;A0A2R8Y7H3","A0A087X0W7;Q86TX2;G3V4F2;A0A087WT95;P49753","8;8;7;7;7;2","8;8;7;7;7;2","8;8;7;7;7;2","Acyl-coenzyme A thioesterase 2, mitochondrial;Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial;Acyl-coenzyme A thioesterase 2, mitochondrial",6,8,8,8
"98","A0A087X0W9;Q8N6M0","A0A087X0W9;Q8N6M0","A0A087X0W9;Q8N6M0","1;1","1;1","1;1","Deubiquitinase OTUD6B;Deubiquitinase OTUD6B",2,1,1,1
"99","A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599;C9JV02;A0A0A0MRP8;C9J4G8","A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599;C9JV02;A0A0A0MRP8;C9J4G8","A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599","6;6;6;6;6;2;1;1","2;2;2;2;2;1;1;1","2;2;2;2;2;1;1;1","Septin-8;Septin-8;Septin-8;Septin-8;Septin-8",8,6,2,2
"100","A0A0J9YX89;A0A087X1G7;O60613","A0A0J9YX89;A0A087X1G7;O60613","A0A0J9YX89;A0A087X1G7;O60613","1;1;1","1;1;1","1;1;1","Selenoprotein F (Fragment);Selenoprotein F;Selenoprotein F",3,1,1,1
"101","A0A087X1H5;Q15057;A0A0U1RQT1;H7C3Q8","A0A087X1H5;Q15057;A0A0U1RQT1;H7C3Q8","A0A087X1H5;Q15057;A0A0U1RQT1;H7C3Q8","4;4;3;2","4;4;3;2","4;4;3;2","Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2;Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2;Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 (Fragment);Arf-GAP with coiled-coil, ANK",4,4,4,4
"102","A0A087X1J7;P22352","A0A087X1J7;P22352","A0A087X1J7;P22352","1;1","1;1","1;1","Glutathione peroxidase;Glutathione peroxidase 3",2,1,1,1
"103","A0A087X1K9;O75608;E5RGR0;B4DP64;E5RJ48;E5RI35","A0A087X1K9;O75608;E5RGR0;B4DP64;E5RJ48;E5RI35","A0A087X1K9;O75608;E5RGR0;B4DP64","5;5;4;3;2;1","5;5;4;3;2;1","5;5;4;3;2;1","Acyl-protein thioesterase 1;Acyl-protein thioesterase 1;Acyl-protein thioesterase 1 (Fragment);Acyl-protein thioesterase 1",6,5,5,5
"104","A0A087X1L8;K4DIA0;O75144","A0A087X1L8;K4DIA0;O75144","A0A087X1L8;K4DIA0;O75144","1;1;1","1;1;1","1;1;1","Ig-like domain-containing protein;ICOS ligand;ICOS ligand",3,1,1,1
"105","Q6PID9;A0A5K1VW97;A0A087X1T7;H0YMF1;P16112","Q6PID9;A0A5K1VW97;A0A087X1T7;H0YMF1;P16112","Q6PID9;A0A5K1VW97;A0A087X1T7;H0YMF1;P16112","1;1;1;1;1","1;1;1;1;1","1;1;1;1;1","Aggrecan;Aggrecan core protein (Fragment);Aggrecan core protein;Aggrecan core protein;Aggrecan core protein",5,1,1,1
"106","H0YM70;A0A087X1Z3;Q9UL46","H0YM70;A0A087X1Z3;Q9UL46","H0YM70;A0A087X1Z3;Q9UL46","1;1;1","1;1;1","1;1;1","Proteasome activator complex subunit 2;Proteasome activator complex subunit 2;Proteasome activator complex subunit 2",3,1,1,1
"107","A0A087X208;A0A494C0G5;A0A494C1I6;O00468","A0A087X208;A0A494C0G5;A0A494C1I6;O00468","A0A087X208;A0A494C0G5;A0A494C1I6;O00468","5;5;5;5","5;5;5;5","5;5;5;5","Agrin;Agrin;Agrin;Agrin",4,5,5,5
"108","A0A087X256;Q2M389;F8W1W1","A0A087X256;Q2M389;F8W1W1","A0A087X256;Q2M389","3;3;1","3;3;1","3;3;1","WASH complex subunit 4;WASH complex subunit 4",3,3,3,3
"109","A0A087X295;Q9NNW5;E9PDU5;C9K020;E9PBK6;E5RFX3;F8WE36","A0A087X295;Q9NNW5;E9PDU5;C9K020;E9PBK6;E5RFX3;F8WE36","A0A087X295;Q9NNW5;E9PDU5;C9K020;E9PBK6","4;4;3;2;2;1;1","4;4;3;2;2;1;1","4;4;3;2;2;1;1","WD repeat-containing protein 6;WD repeat-containing protein 6;WD repeat-containing protein 6;WD repeat-containing protein 6 (Fragment);WD repeat-containing protein 6",7,4,4,4
"110","A0A087X296;P23219;A0A2R8YDM0;X6RJD6","A0A087X296;P23219;A0A2R8YDM0;X6RJD6","A0A087X296;P23219;A0A2R8YDM0","4;4;3;1","4;4;3;1","4;4;3;1","Prostaglandin G/H synthase 1;Prostaglandin G/H synthase 1;Prostaglandin G/H synthase 1 (Fragment)",4,4,4,4
"111","S4R469;F8VR27;F8VZY7;B0QYV1;B0QYY4;A0A087X2B1;A0A0G2JRA5;J3KNW3;B7Z1U7;F8VZG9;A0A286YEU2;O43251;Q9NWB1;A0A0G2JSB3;I3L1D4;B0QYY7;A0A0G2JRD1;S4R3K7;A0A3B3ITL7;J3QRF4;F8VRS4;A6NFN3;B0QYY6;J3QQZ2","S4R469;F8VR27;F8VZY7;B0QYV1;B0QYY4;A0A087X2B1;A0A0G2JRA5;J3KNW3;B7Z1U7;F8VZG9;A0A286YEU2;O43251;Q9NWB1;A0A0G2JSB3;I3L1D4;B0QYY7;A0A0G2JRD1;S4R3K7;A0A3B3ITL7;J3QRF4;F8VRS4;A6NFN3;B0QYY6;J3QQZ2","S4R469;F8VR27;F8VZY7;B0QYV1;B0QYY4;A0A087X2B1;A0A0G2JRA5;J3KNW3;B7Z1U7;F8VZG9;A0A286YEU2;O43251;Q9NWB1;A0A0G2JSB3;I3L1D4;B0QYY7;A0A0G2JRD1;S4R3K7;A0A3B3ITL7;J3QRF4;F8VRS4;A6NFN3","3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1","3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1","3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1","RNA-binding protein fox-1 homolog 2 (Fragment);RNA-binding protein fox-1 homolog 1 (Fragment);RNA-binding protein fox-1 homolog 1 (Fragment);RNA binding protein fox-1 homolog 2;RNA binding protein fox-1 homolog 2;RNA binding protein fox-1 homolog 1;RNA-bin",24,3,3,3
"112","A0A087X2B5;P35613;A0A087WUV8;I3L192;R4GMX5;R4GN83;A0A2R8YDZ0","A0A087X2B5;P35613;A0A087WUV8;I3L192;R4GMX5;R4GN83;A0A2R8YDZ0","A0A087X2B5;P35613;A0A087WUV8;I3L192;R4GMX5","6;6;5;4;3;2;1","6;6;5;4;3;2;1","6;6;5;4;3;2;1","Basigin (Fragment);Basigin;Basigin;Basigin (Fragment);Basigin (Fragment)",7,6,6,6
"113","A0A087X2D8;O60271;H0YBE9;E9PFH7;A0A087WYG2;Q9UPT6","A0A087X2D8;O60271;H0YBE9;E9PFH7;A0A087WYG2;Q9UPT6","A0A087X2D8;O60271","7;7;1;1;1;1","7;7;1;1;1;1","7;7;1;1;1;1","C-Jun-amino-terminal kinase-interacting protein 4;C-Jun-amino-terminal kinase-interacting protein 4",6,7,7,7
"114","D6RIC3;A0A0C4DGU5;A0A087X2G6;Q9Y3C1;D6RC60;A0A087WU10","D6RIC3;A0A0C4DGU5;A0A087X2G6;Q9Y3C1;D6RC60;A0A087WU10","D6RIC3;A0A0C4DGU5;A0A087X2G6;Q9Y3C1;D6RC60","6;6;6;6;3;1","6;6;6;6;3;1","6;6;6;6;3;1","Nucleolar protein 16;Nucleolar protein 16;Nucleolar protein 16;Nucleolar protein 16;Nucleolar protein 16",6,6,6,6
"115","A0A087X2H1;Q9ULT8;H0YJD4;G3V4V5;H0YJP0;A0A087WVU6","A0A087X2H1;Q9ULT8;H0YJD4;G3V4V5;H0YJP0;A0A087WVU6","A0A087X2H1;Q9ULT8;H0YJD4","6;6;3;2;2;1","6;6;3;2;2;1","6;6;3;2;2;1","E3 ubiquitin-protein ligase HECTD1;E3 ubiquitin-protein ligase HECTD1;E3 ubiquitin-protein ligase HECTD1 (Fragment)",6,6,6,6
"116","A0A087X2I1;P62333;H0YJC0;H0YJS8;H0YJE9;H0YJT1","A0A087X2I1;P62333;H0YJC0;H0YJS8;H0YJE9;H0YJT1","A0A087X2I1;P62333;H0YJC0;H0YJS8","8;8;5;4;1;1","8;8;5;4;1;1","8;8;5;4;1;1","26S proteasome regulatory subunit 10B;26S proteasome regulatory subunit 10B;26S proteasome regulatory subunit 10B (Fragment);26S proteasome regulatory subunit 10B (Fragment)",6,8,8,8
"117","A0A096LP73;A0A096LNH5;H7C1F6;A0A2R8YDR7;H7C2G3;F2Z2Q0;A0A096LP12;P0DPI2;A0A0B4J2D5;A0A096LPI6;A0A096LNJ1;A0A2R8Y6K9","A0A096LP73;A0A096LNH5;H7C1F6;A0A2R8YDR7;H7C2G3;F2Z2Q0;A0A096LP12;P0DPI2;A0A0B4J2D5;A0A096LPI6;A0A096LNJ1;A0A2R8Y6K9","A0A096LP73;A0A096LNH5;H7C1F6;A0A2R8YDR7;H7C2G3;F2Z2Q0;A0A096LP12;P0DPI2;A0A0B4J2D5;A0A096LPI6;A0A096LNJ1;A0A2R8Y6K9","4;4;4;4;4;4;4;4;4;4;2;2","4;4;4;4;4;4;4;4;4;4;2;2","4;4;4;4;4;4;4;4;4;4;2;2","Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial (Fragment);Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial;Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitocho",12,4,4,4
"118","A0A096LNH6;Q14185","A0A096LNH6;Q14185","A0A096LNH6;Q14185","6;6","6;6","6;6","Dedicator of cytokinesis protein 1;Dedicator of cytokinesis protein 1",2,6,6,6
"119","A0A096LNY6;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;P30566;A0A096LPA2;A0A1B0GTG9;A0A1B0GWF8;A0A096LP92;A0A096LNY5","A0A096LNY6;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;P30566;A0A096LPA2;A0A1B0GTG9;A0A1B0GWF8;A0A096LP92;A0A096LNY5","A0A096LNY6;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;P30566;A0A096LPA2;A0A1B0GTG9;A0A1B0GWF8","4;4;4;4;4;2;2;2;1;1","4;4;4;4;4;2;2;2;1;1","4;4;4;4;4;2;2;2;1;1","Adenylosuccinate lyase (Fragment);Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase (Fragment);Adenylosuccinate lyase (Fragment);Adenylosuccinate lyase (Fragment)",10,4,4,4
"120","A0A096LNZ9;A0A096LPJ4;P05161","A0A096LNZ9;A0A096LPJ4;P05161","A0A096LNZ9;A0A096LPJ4;P05161","4;4;4","4;4;4","4;4;4","Ubiquitin-like protein ISG15 (Fragment);Ubiquitin-like protein ISG15;Ubiquitin-like protein ISG15",3,4,4,4
"121","A0A0G2JQ95;A0A096LP11;Q8ND56;A0A140TA66;A0A140TA76","A0A0G2JQ95;A0A096LP11;Q8ND56;A0A140TA66;A0A140TA76","A0A0G2JQ95;A0A096LP11;Q8ND56;A0A140TA66;A0A140TA76","2;2;2;1;1","2;2;2;1;1","2;2;2;1;1","Protein LSM14 homolog A (Fragment);Protein LSM14 homolog A (Fragment);Protein LSM14 homolog A;Protein LSM14 homolog A (Fragment);Protein LSM14 homolog A (Fragment)",5,2,2,2
"122","A0A096LP25;A0A096LNZ0;Q6ZSR9;A0A096LP60","A0A096LP25;A0A096LNZ0;Q6ZSR9;A0A096LP60","A0A096LP25;A0A096LNZ0;Q6ZSR9","6;4;4;1","5;3;4;0","5;3;4;0","AP2-associated protein kinase 1 (Fragment);AP2-associated protein kinase 1 (Fragment);Uncharacterized protein FLJ45252",4,6,5,5
"123","A0A096LP69;P14209","A0A096LP69;P14209","A0A096LP69;P14209","1;1","1;1","1;1","CD99 antigen;CD99 antigen",2,1,1,1
"124","F8W7U3;A0A0A0MR88;A0A096LPC5;Q641Q2;A0A087WYF6;J3KP36;E7ESD2;Q9Y4E1;A0A0A0MT65;Q5SRD0","F8W7U3;A0A0A0MR88;A0A096LPC5;Q641Q2;A0A087WYF6;J3KP36;E7ESD2;Q9Y4E1;A0A0A0MT65;Q5SRD0","F8W7U3;A0A0A0MR88;A0A096LPC5;Q641Q2;A0A087WYF6;J3KP36;E7ESD2;Q9Y4E1;A0A0A0MT65","6;6;6;6;5;5;5;5;3;1","6;6;6;6;5;5;5;5;3;1","6;6;6;6;5;5;5;5;3;1","WASH complex subunit 2A;WASH complex subunit 2C;WASH complex subunit 2C;WASH complex subunit 2A;WASH complex subunit 2A;WASH complex subunit 2C;WASH complex subunit 2A;WASH complex subunit 2C;WASH complex subunit 2C (Fragment)",10,6,6,6
"125","A0A0A0MTC7;A0A0A0MQS9;Q16363;E5RFQ2;A0A494C139;H0Y351;H0YAQ5","A0A0A0MTC7;A0A0A0MQS9;Q16363;E5RFQ2;A0A494C139;H0Y351;H0YAQ5","A0A0A0MTC7;A0A0A0MQS9;Q16363","9;9;8;4;4;3;3","9;9;8;4;4;3;3","9;9;8;4;4;3;3","Laminin subunit alpha-4;Laminin subunit alpha-4;Laminin subunit alpha-4",7,9,9,9
